date,region,course,off,race_name,race_type,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2023-03-29,GB,Kempton (AW),7:30,25% Boost On Darts Profits @unibet Handicap,Flat,0-105,4yo+,,7f,7f,1408,Standard To Slow,8,7,7,9,5.25,0.3,Dubai Station (GB),6,G,127,t,1:27.31,87.31,19.00,Rossa Ryan,Stuart Williams,,95,93,Brazen Beau (AUS),Princess Guest (IRE),Iffraaj,Regents Racing And Partners,Held up in rear - ridden 2f out - made no telling impression(op 16/1 tchd 14/1)
2023-03-29,GB,Kempton (AW),7:30,25% Boost On Darts Profits @unibet Handicap,Flat,0-105,4yo+,,7f,7f,1408,Standard To Slow,8,8,8,8,6.5,1.25,Soar Above (GB),8,G,113,,1:27.56,87.56,101.00,Levi Williams,John Butler,,88,82,Lethal Force (IRE),Soar GB,Danzero,J Butler,Towards rear of midfield on outer - ridden and outpaced from 2f out(op 50/1)
2023-03-29,GB,Kempton (AW),7:00,Unibet Support Safe Gambling Handicap,Flat,0-95,3yo,,7f,7f,1408,Standard To Slow,7,7,1,2,0,0,Restrict (USA),3,C,124,t,1:24.89,84.89,5.00,Hayley Turner,David Simcock,7731,74,80,Collected (USA),Short Squeeze (USA),Lemon Drop Kid,Saeed Bin Mohammed Al Qassimi,Prominent - ridden 2f out - led final 110yds - kept on(op 6/1)
2023-03-29,GB,Kempton (AW),7:00,Unibet Support Safe Gambling Handicap,Flat,0-95,3yo,,7f,7f,1408,Standard To Slow,7,6,2,7,0.3,0.3,Little Edi (GB),3,G,127,p,1:24.95,84.95,5.00,James Doyle,Richard Spencer,3625.50,77,82,Rajasinghe (IRE),Oneroa (IRE),Dandy Man,Phil Cunningham,Prominent - ridden to lead over 1f out - headed final 110yds - kept on(tchd 7/2 and tchd 9/2)
2023-03-29,GB,Kempton (AW),7:00,Unibet Support Safe Gambling Handicap,Flat,0-95,3yo,,7f,7f,1408,Standard To Slow,7,4,3,3,1.5,1.25,Gulmarg (IRE),3,G,134,,1:25.19,85.19,5.00,David Probert,S Woods,1813.50,84,85,Dandy Man (IRE),Baileys Pursuit GB,Pastoral Pursuits,J William Rowley S P C Woods,In touch with leaders - ridden 2f out - ran on final furlong - went third final strides(op 8/1)
2023-03-29,GB,Kempton (AW),7:00,Unibet Support Safe Gambling Handicap,Flat,0-95,3yo,,7f,7f,1408,Standard To Slow,7,1,4,1,1.75,0.3,Berkshire Phantom (IRE),3,G,135,v,1:25.24,85.24,7.00,Oisin Murphy,Andrew Balding,906,85,85,Expert Eye (GB),Silver Step (FR),Silver Frost,Berkshire Parts Panels Ltd No1 Fanclub,Led - ridden and headed over 1f out - kept on but lost two places final furlong(op 5/1 tchd 9/2)
2023-03-29,GB,Kempton (AW),7:00,Unibet Support Safe Gambling Handicap,Flat,0-95,3yo,,7f,7f,1408,Standard To Slow,7,5,5,6,5.5,3.75,Golden Passport (GB),3,C,130,,1:25.99,85.99,4.00,William Buick,Ed Walker,453,80,69,Acclamation (GB),Fast Lily (IRE),Fastnet Rock,P K Siu,In rear - pushed along 3f out - ridden over 1f out - made no telling impression(op 2/1)
2023-03-29,GB,Kempton (AW),7:00,Unibet Support Safe Gambling Handicap,Flat,0-95,3yo,,7f,7f,1408,Standard To Slow,7,3,6,4,6,0.5,Lakota Blue (GB),3,C,135,,1:26.09,86.09,19.00,Faye McManoman,Nigel Tinkler,226.50,85,72,Sioux Nation (USA),Thiel GB,Teofilo,Ian Pam Bendelow,Slowly into stride - took keen hold - in touch with leaders - ridden 2f out - weakened final furlong (jockey said colt was slow away)(op 20/1 tchd 22/1)
2023-03-29,GB,Kempton (AW),7:00,Unibet Support Safe Gambling Handicap,Flat,0-95,3yo,,7f,7f,1408,Standard To Slow,7,2,7,5,8.25,2.25,Kitai (IRE),3,F,135,,1:26.54,86.54,11.00,Andrea Atzeni,Charlie Johnston,,85,66,No Nay Never (USA),Belle Isle GB,Pastoral Pursuits,M C Sweeney Partners,Slowly into stride - in rear throughout(op 6/1)
2023-03-29,GB,Kempton (AW),8:00,More Extra Place Races At Unibet Handicap (London Stayers Qualifier),Flat,0-85,4yo+,,2m,16f,3217,Standard To Slow,7,7,1,4,0,0,Novel Legend (IRE),4,G,130,,3:35.39,215.39,2.62,Daniel Muscutt,James Fanshawe,6280.80,81,90,Nathaniel (IRE),Majestic Dubawi GB,Dubawi,K K Ho,Led - headed and prominent after 1f - ridden to lead 2f out - hard pressed final furlong - kept on well(op 9/4)
2023-03-29,GB,Kempton (AW),8:00,More Extra Place Races At Unibet Handicap (London Stayers Qualifier),Flat,0-85,4yo+,,2m,16f,3217,Standard To Slow,7,5,2,6,1.25,1.25,First Emperor (GB),4,C,132,t,3:35.64,215.64,5.00,Oisin Murphy,John Ryan,2947.20,83,90,Galileo (IRE),Sky Lantern (IRE),Red Clubs,Bb Thoroughbreds,Dwelt start - soon prominent - led after 6f - headed and ridden 2f out - every chance 1f out - held final 110yds(op 6/1)
2023-03-29,GB,Kempton (AW),8:00,More Extra Place Races At Unibet Handicap (London Stayers Qualifier),Flat,0-85,4yo+,,2m,16f,3217,Standard To Slow,7,3,3,3,2,0.75,Grandmaster Flash (IRE),7,G,134,p,3:35.79,215.79,51.00,Rhys Clutterbuck,Gary Moore,1472.40,82,88,Australia (GB),Kittens GB,Marju,Lech Racing Limited,Towards rear but in touch with leaders - some headway 4f out - pushed along over 2f out - outpaced and ridden over 1f out - ran on inside final furlong - went third post(op 33/1)
2023-03-29,GB,Kempton (AW),8:00,More Extra Place Races At Unibet Handicap (London Stayers Qualifier),Flat,0-85,4yo+,,2m,16f,3217,Standard To Slow,7,2,4,5,2,0.05,Hydroplane (IRE),7,G,131,tp,3:35.80,215.80,15.00,Ben Sanderson,Ian Williams,736.80,82,88,Pour Moi (IRE),Walk On Water GB,Exceed And Excel,John Nicholls Racing,Took keen hold - held up in rear - pushed along and headway 3f out - hung right and ridden over 2f out - soon outpaced - stayed on inside final furlong(op 12/1 tchd 11/1)
2023-03-29,GB,Kempton (AW),8:00,More Extra Place Races At Unibet Handicap (London Stayers Qualifier),Flat,0-85,4yo+,,2m,16f,3217,Standard To Slow,7,1,5,7,2.25,0.3,Blazeon Five (GB),5,M,135,,3:35.84,215.84,5.50,William Buick,Roger Teal,367.20,83,89,Indian Haven (GB),Precision Five GB,Proclamation,Calne Engineering Ltd,Close up - led after 1f - headed but prominent after 6f - ridden 2f out - held inside final furlong - lost two places final strides(tchd 4/1 and tchd 5/1)
2023-03-29,GB,Kempton (AW),8:00,More Extra Place Races At Unibet Handicap (London Stayers Qualifier),Flat,0-85,4yo+,,2m,16f,3217,Standard To Slow,7,6,6,2,3.25,1,Sarsons Risk (IRE),4,G,131,t,3:36.04,216.04,4.33,P J McDonald,B F Brookhouse,,82,86,Caravaggio (USA),Pink Damsel (IRE),Galileo,R S Brookhouse,Took keen hold - held up in rear - pushed along over 2f out - outpaced over 1f out - stayed on inside final furlong(op 9/4)
2023-03-29,GB,Kempton (AW),8:00,More Extra Place Races At Unibet Handicap (London Stayers Qualifier),Flat,0-85,4yo+,,2m,16f,3217,Standard To Slow,7,4,7,1,4,0.75,Vazir (FR),5,G,132,v,3:36.19,216.19,15.00,Rossa Ryan,Alan King,,80,84,Siyouni (FR),Vazira (FR),Sea The Stars,The Unlikely Lads,Prominent - lost position 4f out - ridden over 2f out - some headway over 1f out - weakened inside final furlong(op 8/1)
2023-03-29,GB,Kempton (AW),6:30,Unibet/British Stallion Studs EBF Novice Stakes (GBB Race),Flat,,3yo,,6f,6f,1207,Standard To Slow,10,1,1,6,0,0,Alpha Zulu (GB),3,C,133,t,1:12.75,72.75,1.62,Oisin Murphy,James Ferguson,5940,–,77,Zoustar (AUS),La Rioja GB,Hellvelyn,Qatar Racing Limited,Prominent - ridden to lead over 1f out - ran on(op 5/6)
2023-03-29,GB,Kempton (AW),6:30,Unibet/British Stallion Studs EBF Novice Stakes (GBB Race),Flat,,3yo,,6f,6f,1207,Standard To Slow,10,10,2,5,1.5,1.5,Peony (GB),3,F,128,,1:13.05,73.05,9.50,Andrea Atzeni,Ed Walker,2788.50,–,67,Churchill (IRE),Nancy Hart GB,Sepoy,David Ward,Towards rear of midfield - pushed along and headway 2f out - ridden and ran on final furlong - went second final strides(op 6/1)
2023-03-29,GB,Kempton (AW),6:30,Unibet/British Stallion Studs EBF Novice Stakes (GBB Race),Flat,,3yo,,6f,6f,1207,Standard To Slow,10,6,3,7,1.75,0.3,Mojeyrr (IRE),3,C,133,,1:13.10,73.10,6.50,Hector Crouch,Archie Watson,1394.80,–,71,Profitable (IRE),For Joy GB,Singspiel,Sheikh Ahmed Al Maktoum,Midfield - pushed along and headway on outer 2f out - ridden over 1f out - briefly went second towards finish - kept on(op 6/1 tchd 5/1)
2023-03-29,GB,Kempton (AW),6:30,Unibet/British Stallion Studs EBF Novice Stakes (GBB Race),Flat,,3yo,,6f,6f,1207,Standard To Slow,10,4,4,3,2.5,0.75,McCauleys Tavern (IRE),3,G,133,,1:13.25,73.25,6.00,James Doyle,Mark Loughnane,697.40,84,69,Starspangledbanner (AUS),Franzy (IRE),Dragon Pulse,The Horse Watchers 11,Led - ridden and headed over 1f out - no extra and lost two places inside final 110yds(op 10/3 tchd 11/2)
2023-03-29,GB,Kempton (AW),6:30,Unibet/British Stallion Studs EBF Novice Stakes (GBB Race),Flat,,3yo,,6f,6f,1207,Standard To Slow,10,8,5,4,5.25,2.75,Heddewigii (GB),3,F,128,,1:13.80,73.80,41.00,David Probert,Andrew Balding,,–,55,Sea The Moon (GER),Night Carnation GB,Sleeping Indian,George Strawbridge,Took keen hold - prominent - pushed along 2f out - outpaced final furlong
2023-03-29,GB,Kempton (AW),6:30,Unibet/British Stallion Studs EBF Novice Stakes (GBB Race),Flat,,3yo,,6f,6f,1207,Standard To Slow,10,2,6,10,5.75,0.5,Exorbitant (GB),3,C,133,,1:13.90,73.90,15.00,Rossa Ryan,Clive Cox,,–,58,Exceed And Excel (AUS),Quinta Verde (IRE),Tamayuz,Woodhurst Nelson Chrysanthou Castle,Reared in stalls before start - towards rear - pushed along over 2f out - ran on inside final furlong - not reach leaders(op 22/1)
2023-03-29,GB,Kempton (AW),6:30,Unibet/British Stallion Studs EBF Novice Stakes (GBB Race),Flat,,3yo,,6f,6f,1207,Standard To Slow,10,3,6,1,5.75,0,Lynwood Lad (GB),3,G,133,,1:13.90,73.90,41.00,Rob Hornby,Jonathan Portman,,–,58,Mayson (GB),Faithful Promise GB,Acclamation,P Simpson D Tierney J Portman,Prominent - ridden 2f out - weakened gradually final furlong(tchd 66/1)
2023-03-29,GB,Kempton (AW),6:30,Unibet/British Stallion Studs EBF Novice Stakes (GBB Race),Flat,,3yo,,6f,6f,1207,Standard To Slow,10,9,8,2,6.75,1,Mine That Ship (IRE),3,F,128,,1:14.10,74.10,34.00,Thore Hammer Hansen,Alice Haynes,,–,50,Kodiac (GB),Royal Sister Two (IRE),Teofilo,Dr Vikesh Chhabria,Midfield - pushed along 2f out - outpaced final furlong(op 28/1)
2023-03-29,GB,Kempton (AW),6:30,Unibet/British Stallion Studs EBF Novice Stakes (GBB Race),Flat,,3yo,,6f,6f,1207,Standard To Slow,10,7,9,9,7.75,1,Dame Laura Knight (GB),3,F,125,,1:14.30,74.30,501.00,Ben Sanderson,Ian Williams,,–,47,Sir Percy (GB),Feis Ceoil (IRE),Key Of Luck,Robert Allcock,In rear throughout(op 80/1)
2023-03-29,GB,Kempton (AW),6:30,Unibet/British Stallion Studs EBF Novice Stakes (GBB Race),Flat,,3yo,,6f,6f,1207,Standard To Slow,10,5,10,8,8.75,1,Milvus (IRE),3,G,133,,1:14.50,74.50,101.00,Charles Bishop,Denis Coakley,,–,49,Dark Angel (IRE),Redmaven (IRE),Teofilo,Sparkling Partners,Slightly awkward start - always towards rear(op 66/1)
2023-03-29,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Handicap (London Mile Series Qualifier),Flat,0-75,3yo,,1m,8f,1609,Standard To Slow,9,1,1,8,0,0,Dutch Kingdom (IRE),3,C,137,tb,1:39.10,99.10,9.00,Jason Watson,Darryll Holland,4187.20,77,84,Iffraaj (GB),Kiyra Wells (IRE),Sadlers Wells,Harraton Court Stables Ltd,Raced in second - led over 5f out - ridden over 1f out - faced strong challenge final furlong - kept on well - gamely(op 6/1 tchd 5/1)
2023-03-29,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Handicap (London Mile Series Qualifier),Flat,0-75,3yo,,1m,8f,1609,Standard To Slow,9,2,2,1,0.3,0.3,Saturnalia (GER),3,G,137,,1:39.16,99.16,4.20,Rossa Ryan,Richard Hughes,1964.80,77,83,Holy Roman Emperor (IRE),Soprana (GER),Cadeaux Genereux,Ms H N Pinniger,In touch with leaders - pushed along over 2f out - ridden and headway over 1f out - soon made strong challenge - every chance inside final furlong - just held(op 3/1 tchd 10/3)
2023-03-29,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Handicap (London Mile Series Qualifier),Flat,0-75,3yo,,1m,8f,1609,Standard To Slow,9,8,3,2,1.5,1.25,Kitaro Kich (IRE),3,C,129,,1:39.40,99.40,11.00,Trevor Whelan,George Baker,981.60,69,72,Karakontie (JPN),The Tulip (IRE),Lawman,J Machale S Tucker S Jewell,In touch with leaders - ridden over 2f out - went third over 1f out - stayed on(op 12/1 tchd 14/1)
2023-03-29,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Handicap (London Mile Series Qualifier),Flat,0-75,3yo,,1m,8f,1609,Standard To Slow,9,5,4,3,4,2.5,Burnish (GB),3,G,132,p,1:39.90,99.90,4.50,Cieren Fallon,William Haggas,491.20,72,69,Kingman (GB),In The Light GB,Inchinor,James Wigan,Midfield - pushed along over 2f out - ridden and stayed on final furlong - not pace to challenge (jockey said gelding ran too free)(tchd 4/1)
2023-03-29,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Handicap (London Mile Series Qualifier),Flat,0-75,3yo,,1m,8f,1609,Standard To Slow,9,4,5,6,5.75,1.75,Orchestra (FR),3,G,135,,1:40.25,100.25,5.50,Oisin Murphy,Ed Dunlop,244.80,75,68,Golden Horn (GB),Optica (FR),Hernando,La Grange Partnership,Prominent - ridden 2f out - lost position over 1f out - weakened inside final furlong(op 13/2)
2023-03-29,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Handicap (London Mile Series Qualifier),Flat,0-75,3yo,,1m,8f,1609,Standard To Slow,9,7,6,9,6.25,0.5,Hurricane Kiko (IRE),3,G,130,,1:40.35,100.35,23.00,Dylan Hogan,Julia Feilden,,70,62,Kuroshio (AUS),Madame Thunder (IRE),Zebedee,Carol Bushnell Partners,Took keen hold - led - headed and prominent over 5f out - ridden over 1f out - weakened final 110yds(tchd 20/1 and tchd 25/1)
2023-03-29,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Handicap (London Mile Series Qualifier),Flat,0-75,3yo,,1m,8f,1609,Standard To Slow,9,6,7,7,8.5,2.25,Greased Lightning (GB),3,G,131,,1:40.80,100.80,9.50,Charles Bishop,Eve Johnson Houghton,,71,58,Lightning Spear (GB),How High The Sky (IRE),Danehill Dancer,Mrs S Keable Partner,Slowly away - behind - some headway on outer after 3f - ridden over 2f out - soon well held(op 15/2 tchd 9/1)
2023-03-29,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Handicap (London Mile Series Qualifier),Flat,0-75,3yo,,1m,8f,1609,Standard To Slow,9,9,8,4,19.5,11,Khangai (GB),3,G,120,,1:43.00,103.00,9.50,David Probert,Mark Rimell,,60,22,Twilight Son (GB),Samasana (IRE),Redback,Mark Rimell,In rear throughout(op 8/1 tchd 7/1 and tchd 9/1)
2023-03-29,GB,Kempton (AW),5:30,Unibet Horserace Betting Operator Of The Year Handicap (London Mile Series Qualifier),Flat,0-75,3yo,,1m,8f,1609,Standard To Slow,9,3,9,5,43.5,24,Queen Of Deauville (IRE),3,F,136,,1:47.80,107.80,17.00,William Buick,Charlie Johnston,,76,–,Showcasing (GB),Syann (IRE),Daylami,Jaber Abdullah,In rear - ridden halfway - weakened over 2f out(op 12/1)
2023-03-29,GB,Kempton (AW),6:00,Unibet 3 Uniboosts A Day Restricted Novice Stakes (For Horses In Bands B C And D) (GBB Race),Flat,,3yo,,7f,7f,1408,Standard To Slow,14,2,1,2,0,0,Deceiver (GB),3,G,130,,1:26.18,86.18,4.00,Rossa Ryan,Daniel & Claire Kubler,3780,–,84,Cracksman (GB),Penny Drops GB,Invincible Spirit,Oakmere Homes,Awkward start - midfield - pushed along over 2f out - good headway to lead over 1f out - ridden inside final furlong - reduced lead towards finish - ran on(op 7/2)
2023-03-29,GB,Kempton (AW),6:00,Unibet 3 Uniboosts A Day Restricted Novice Stakes (For Horses In Bands B C And D) (GBB Race),Flat,,3yo,,7f,7f,1408,Standard To Slow,14,13,2,4,1,1,Cues Beau (GB),3,F,123,,1:26.38,86.38,101.00,Daniel Muscutt,Ed Dunlop,1774.50,–,71,Brazen Beau (AUS),Cues Folly GB,Nathaniel,Ian Quy,Dwelt start - towards rear - pushed along and headway 2f out - hung right over 1f out - ridden and went second inside final furlong - ran on(op 50/1)
2023-03-29,GB,Kempton (AW),6:00,Unibet 3 Uniboosts A Day Restricted Novice Stakes (For Horses In Bands B C And D) (GBB Race),Flat,,3yo,,7f,7f,1408,Standard To Slow,14,1,3,1,4.25,3.25,Naaser (IRE),3,G,137,h,1:27.03,87.03,1.91,William Buick,George Boughey,887.60,–,75,New Bay (GB),LAmbre Gris (IRE),Iffraaj,M Almutairi,Prominent - pushed along 2f out - ridden and outpaced final furlong - went third towards finish(op 5/6)
2023-03-29,GB,Kempton (AW),6:00,Unibet 3 Uniboosts A Day Restricted Novice Stakes (For Horses In Bands B C And D) (GBB Race),Flat,,3yo,,7f,7f,1408,Standard To Slow,14,11,4,3,4.75,0.5,Film Star (GB),3,F,125,,1:27.13,87.13,51.00,David Probert,Sir Mark Todd,443.80,–,61,Zoustar (AUS),Station House (IRE),Galileo,The Film Star Partnership,Prominent - ridden on inner 2f out - outpaced final furlong - kept on(op 20/1)
2023-03-29,GB,Kempton (AW),6:00,Unibet 3 Uniboosts A Day Restricted Novice Stakes (For Horses In Bands B C And D) (GBB Race),Flat,,3yo,,7f,7f,1408,Standard To Slow,14,3,5,12,5.5,0.75,Surrey Noir (FR),3,C,130,,1:27.28,87.28,8.50,James Doyle,Charlie Fellowes,,–,64,Dream Ahead (USA),Model Black (IRE),Trade Fair,Surrey Racing Sn,Raced in second - ridden 2f out - outpaced 1f out - lost position inside final furlong - weakened towards finish(op 13/2 tchd 6/1)
2023-03-29,GB,Kempton (AW),6:00,Unibet 3 Uniboosts A Day Restricted Novice Stakes (For Horses In Bands B C And D) (GBB Race),Flat,,3yo,,7f,7f,1408,Standard To Slow,14,5,6,8,5.5,0.05,Man Of AAn (IRE),3,G,128,,1:27.29,87.29,21.00,Hayley Turner,Harry Eustace,,–,62,Highland Reel (IRE),Three Decades (IRE),Invincible Spirit,Aragon Racing 2,Dwelt start - in rear - pushed along and headway on inner 2f out - kept on well inside final furlong - nearest finish(op 66/1)
2023-03-29,GB,Kempton (AW),6:00,Unibet 3 Uniboosts A Day Restricted Novice Stakes (For Horses In Bands B C And D) (GBB Race),Flat,,3yo,,7f,7f,1408,Standard To Slow,14,6,7,6,5.5,0.05,Starlight Nation (IRE),3,G,128,,1:27.29,87.29,6.00,John Fahy,Clive Cox,,–,62,Sioux Nation (USA),Starlight Princess (IRE),Mastercraftsman,Mrs C J Black,Hampered start - in rear - pushed along and headway 2f out - hung right from over 1f out - stayed on inside final furlong(op 11/2)
2023-03-29,GB,Kempton (AW),6:00,Unibet 3 Uniboosts A Day Restricted Novice Stakes (For Horses In Bands B C And D) (GBB Race),Flat,,3yo,,7f,7f,1408,Standard To Slow,14,10,8,13,6,0.3,Enborne (GB),3,F,125,,1:27.38,87.38,15.00,Oisin Murphy,Andrew Balding,,–,58,Tamayuz (GB),Highest GB,Dynaformer,Denford Stud,Unruly at the post - led - headed and ridden over 1f out - weakened final 110yds(op 12/1 tchd 10/1)
2023-03-29,GB,Kempton (AW),6:00,Unibet 3 Uniboosts A Day Restricted Novice Stakes (For Horses In Bands B C And D) (GBB Race),Flat,,3yo,,7f,7f,1408,Standard To Slow,14,9,9,11,9.25,3.25,Superluminal (GB),3,C,126,,1:28.03,88.03,201.00,Hector Crouch,John Berry,,–,49,Adaay (IRE),Space Capsule GB,Selkirk,Neil Budden,Dwelt start - in rear - pushed along over 2f out - kept on and some headway from over 1f out(op 80/1)
2023-03-29,GB,Kempton (AW),6:00,Unibet 3 Uniboosts A Day Restricted Novice Stakes (For Horses In Bands B C And D) (GBB Race),Flat,,3yo,,7f,7f,1408,Standard To Slow,14,12,10,14,14,4.75,Time In Motion (GB),3,F,120,,1:28.98,88.98,251.00,Connor Planas,George Boughey,,–,34,Time Test (GB),Bridge Poseidon (IRE),Dark Angel,Woodhurst Nelson Chrysanthou Castle,Pushed along 3f out - always towards rear(op 80/1)
2023-03-29,GB,Kempton (AW),6:00,Unibet 3 Uniboosts A Day Restricted Novice Stakes (For Horses In Bands B C And D) (GBB Race),Flat,,3yo,,7f,7f,1408,Standard To Slow,14,7,11,9,15,1,Dragonmyheart (IRE),3,G,126,,1:29.18,89.18,201.00,Trevor Whelan,Denis Quinn,,–,32,Dragon Pulse (IRE),Tilly Two (IRE),Approve,Mrs Jane Beasley,Bumped start - midfield - pushed along over 3f out - dropped to rear over 1f out (jockey said gelding was restless in the stalls)(op 80/1)
2023-03-29,GB,Kempton (AW),6:00,Unibet 3 Uniboosts A Day Restricted Novice Stakes (For Horses In Bands B C And D) (GBB Race),Flat,,3yo,,7f,7f,1408,Standard To Slow,14,4,12,10,18.5,3.5,Dont What Me Boy (IRE),3,G,128,,1:29.88,89.88,101.00,Thore Hammer Hansen,Alice Haynes,,–,24,Dandy Man (IRE),Summer Blues (USA),Summer Bird,Mrs Victoria De Sousa,Ducked left start - pulled hard - towards rear - headway on outer and prominent after 3f - pushed along 2f out - soon lost position and weakened quickly (jockey said gelding ran too free)(op 66/1)
2023-03-29,GB,Kempton (AW),6:00,Unibet 3 Uniboosts A Day Restricted Novice Stakes (For Horses In Bands B C And D) (GBB Race),Flat,,3yo,,7f,7f,1408,Standard To Slow,14,14,13,5,18.75,0.3,Mrs Van Hopper (GB),3,F,123,,1:29.93,89.93,201.00,Rob Hornby,Jonathan Portman,,–,18,Adaay (IRE),Beatrice Lacey GB,Swiss Spirit,Turf Club 2022 Partner 1,Stumbled badly start - in touch with leaders - pushed along and outpaced 2f out - weakened over 1f out(op 100/1)
2023-03-29,GB,Kempton (AW),6:00,Unibet 3 Uniboosts A Day Restricted Novice Stakes (For Horses In Bands B C And D) (GBB Race),Flat,,3yo,,7f,7f,1408,Standard To Slow,14,8,14,7,20,1.25,Magnusson (GB),3,G,123,,1:30.18,90.18,201.00,Laura Pearson,Kevin Philippart De Foy,,–,17,Territories (IRE),Broughtons Revival GB,Pivotal,The Cartier Project,Ducked left and bumped rival start - midfield - ridden 2f out - dropped to rear over 1f out (jockey said gelding jumped left-handed leaving the stalls)(op 100/1)
2023-03-29,GB,Kempton (AW),8:30,More Price Boosts Races At Unibet Handicap,Flat,0-65,4yo+,,6f,6f,1207,Standard To Slow,10,2,1,1,0,0,Sir Rodneyredblood (GB),6,G,135,p,1:12.26,72.26,7.50,David Probert,J R Jenkins,3140.40,65,79,Roderic OConnor (IRE),Red Blooded Woman (USA),Red Ransom,Mrs Claire Goddard,Prominent - shaken up and switched left over 2f out - led and ridden over 1f out - clear inside final furlong - ran on(op 11/2 tchd 7/1)
